gene_id,gene_name,gene_type,gene_name_type
ENSMUSG00000085941.1,Gm11201,lncRNA,Gm*
ENSMUSG00000116262.1,Gm49544,lncRNA,Gm*
ENSMUSG00000111363.1,Gm35024,lncRNA,Gm*
ENSMUSG00000108072.1,Gm20362,lncRNA,Gm*
ENSMUSG00000116287.1,Gm3924,lncRNA,Gm*
ENSMUSG00000115167.1,Gm49015,lncRNA,Gm*
ENSMUSG00000095867.2,Gm20917,protein_coding,Gm*
ENSMUSG00000111929.1,Gm48780,lncRNA,Gm*
ENSMUSG00000110923.1,Gm47499,lncRNA,Gm*
ENSMUSG00000100784.1,Gm28421,lncRNA,Gm*
ENSMUSG00000075555.12,Gm10863,lncRNA,Gm*
ENSMUSG00000115111.1,Gm4632,lncRNA,Gm*
ENSMUSG00000111638.1,Gm47501,lncRNA,Gm*
ENSMUSG00000110388.1,Gm30329,lncRNA,Gm*
ENSMUSG00000116121.1,Gm49486,protein_coding,Gm*
ENSMUSG00000102020.1,Gm28620,lncRNA,Gm*
ENSMUSG00000099636.1,Gm28422,lncRNA,Gm*
ENSMUSG00000108822.1,Gm44787,lncRNA,Gm*
ENSMUSG00000108387.1,Gm31510,lncRNA,Gm*
ENSMUSG00000101416.1,Gm29318,lncRNA,Gm*
ENSMUSG00000097174.2,Gm4890,lncRNA,Gm*
ENSMUSG00000092494.2,Gm20420,lncRNA,Gm*
ENSMUSG00000094746.7,Gm20916,protein_coding,Gm*
ENSMUSG00000091685.6,Gm17359,protein_coding,Gm*
ENSMUSG00000111633.1,Gm39377,lncRNA,Gm*
ENSMUSG00000109945.1,Gm45601,lncRNA,Gm*
ENSMUSG00000112907.1,Gm47015,lncRNA,Gm*
ENSMUSG00000085802.1,Gm16059,lncRNA,Gm*
ENSMUSG00000111765.1,Gm10635,lncRNA,Gm*
ENSMUSG00000109774.1,Gm45602,lncRNA,Gm*
ENSMUSG00000108616.1,Gm35040,lncRNA,Gm*
ENSMUSG00000089746.1,Gm3513,lncRNA,Gm*
ENSMUSG00000108373.1,Gm45168,lncRNA,Gm*
ENSMUSG00000108776.1,Gm45169,lncRNA,Gm*
ENSMUSG00000111977.1,Gm47163,lncRNA,Gm*
ENSMUSG00000098204.1,Gm26984,lncRNA,Gm*
ENSMUSG00000108027.1,Gm44271,lncRNA,Gm*
ENSMUSG00000115740.1,Gm49042,lncRNA,Gm*
ENSMUSG00000084969.1,Gm11205,lncRNA,Gm*
ENSMUSG00000117426.1,Gm33055,lncRNA,Gm*
ENSMUSG00000089796.1,Gm16575,lncRNA,Gm*
ENSMUSG00000108425.1,Gm44706,lncRNA,Gm*
ENSMUSG00000087543.1,Gm16576,lncRNA,Gm*
ENSMUSG00000110202.1,Gm45435,lncRNA,Gm*
ENSMUSG00000102774.1,Gm9748,lncRNA,Gm*
ENSMUSG00000117616.1,Gm49984,lncRNA,Gm*
ENSMUSG00000102016.6,Gm29606,lncRNA,Gm*
ENSMUSG00000112828.1,Gm48495,lncRNA,Gm*
ENSMUSG00000096887.2,Gm20594,protein_coding,Gm*
ENSMUSG00000117561.1,Gm49985,lncRNA,Gm*
ENSMUSG00000097927.2,Gm6999,lncRNA,Gm*
ENSMUSG00000115971.1,Gm10856,lncRNA,Gm*
ENSMUSG00000102191.1,Gm36569,lncRNA,Gm*
ENSMUSG00000095959.2,Gm10845,lncRNA,Gm*
ENSMUSG00000090860.1,Gm17134,lncRNA,Gm*
ENSMUSG00000100168.2,Gm28526,lncRNA,Gm*
ENSMUSG00000115190.1,Gm49542,lncRNA,Gm*
ENSMUSG00000097854.1,Gm26602,protein_coding,Gm*
ENSMUSG00000092581.1,Gm3211,lncRNA,Gm*
ENSMUSG00000097685.2,Gm26646,lncRNA,Gm*
ENSMUSG00000086739.1,Gm4409,lncRNA,Gm*
ENSMUSG00000117415.1,Gm41625,lncRNA,Gm*
ENSMUSG00000116125.1,Gm41361,lncRNA,Gm*
ENSMUSG00000111933.1,Gm36660,lncRNA,Gm*
ENSMUSG00000108714.1,Gm21057,lncRNA,Gm*
ENSMUSG00000101465.1,Gm29190,lncRNA,Gm*
ENSMUSG00000108655.1,Gm44949,lncRNA,Gm*
ENSMUSG00000096597.1,Gm21886,protein_coding,Gm*
ENSMUSG00000112386.1,Gm47752,lncRNA,Gm*
ENSMUSG00000084917.3,Gm17477,lncRNA,Gm*
ENSMUSG00000109593.1,Gm45431,lncRNA,Gm*
ENSMUSG00000095578.7,Gm21760,protein_coding,Gm*
ENSMUSG00000108757.1,Gm45202,lncRNA,Gm*
ENSMUSG00000118373.1,Gm41787,lncRNA,Gm*
ENSMUSG00000112830.1,Gm47765,lncRNA,Gm*
ENSMUSG00000110294.1,Gm45430,lncRNA,Gm*
ENSMUSG00000103929.1,Gm37892,lncRNA,Gm*
ENSMUSG00000024571.15,Gm16286,protein_coding,Gm*
ENSMUSG00000112852.1,Gm47767,lncRNA,Gm*
ENSMUSG00000101981.1,Gm28157,lncRNA,Gm*
ENSMUSG00000117440.1,Gm50087,lncRNA,Gm*
ENSMUSG00000112336.1,Gm47766,lncRNA,Gm*
ENSMUSG00000099016.1,Gm27227,lncRNA,Gm*
ENSMUSG00000087672.1,Gm15122,lncRNA,Gm*
ENSMUSG00000102379.1,Gm37971,lncRNA,Gm*
ENSMUSG00000097593.2,Gm26676,lncRNA,Gm*
ENSMUSG00000087432.1,Gm15123,lncRNA,Gm*
ENSMUSG00000085712.1,Gm15124,lncRNA,Gm*
ENSMUSG00000066938.1,Gm10190,protein_coding,Gm*
ENSMUSG00000101722.1,Gm29125,lncRNA,Gm*
ENSMUSG00000112285.1,Gm50278,lncRNA,Gm*
ENSMUSG00000085921.1,Gm13752,lncRNA,Gm*
ENSMUSG00000108436.1,Gm44851,lncRNA,Gm*
ENSMUSG00000115888.1,Gm31369,lncRNA,Gm*
ENSMUSG00000112278.1,Gm30025,lncRNA,Gm*
ENSMUSG00000110100.1,Gm45261,protein_coding,Gm*
ENSMUSG00000118070.1,Gm50209,lncRNA,Gm*
ENSMUSG00000097801.1,Gm26777,lncRNA,Gm*
ENSMUSG00000100286.1,Gm28696,lncRNA,Gm*
ENSMUSG00000111510.2,Gm48387,lncRNA,Gm*
ENSMUSG00000117375.1,Gm33373,lncRNA,Gm*
ENSMUSG00000118379.1,Gm41790,lncRNA,Gm*
ENSMUSG00000100201.1,Gm29093,lncRNA,Gm*
ENSMUSG00000035370.9,Gm49322,protein_coding,Gm*
ENSMUSG00000112288.1,Gm47879,lncRNA,Gm*
ENSMUSG00000084821.1,Gm15880,lncRNA,Gm*
ENSMUSG00000118265.1,Gm50211,lncRNA,Gm*
ENSMUSG00000111717.1,Gm39380,lncRNA,Gm*
ENSMUSG00000116480.1,Gm49512,lncRNA,Gm*
ENSMUSG00000108321.1,Gm44649,lncRNA,Gm*
ENSMUSG00000097575.2,Gm26796,lncRNA,Gm*
ENSMUSG00000075558.3,Gm17151,lncRNA,Gm*
ENSMUSG00000112093.1,Gm47941,lncRNA,Gm*
ENSMUSG00000098685.1,Gm27224,lncRNA,Gm*
ENSMUSG00000114891.1,Gm47272,lncRNA,Gm*
ENSMUSG00000100925.1,Gm28898,lncRNA,Gm*
ENSMUSG00000109587.1,Gm31105,lncRNA,Gm*
ENSMUSG00000099740.1,Gm28897,protein_coding,Gm*
ENSMUSG00000098001.1,Gm27048,lncRNA,Gm*
ENSMUSG00000112880.1,Gm20337,lncRNA,Gm*
ENSMUSG00000097655.3,Gm26713,lncRNA,Gm*
ENSMUSG00000097146.1,Gm4211,lncRNA,Gm*
ENSMUSG00000105092.1,Gm42468,lncRNA,Gm*
ENSMUSG00000114479.1,Gm49375,lncRNA,Gm*
ENSMUSG00000109008.2,Gm44899,lncRNA,Gm*
ENSMUSG00000098720.1,Gm27239,lncRNA,Gm*
ENSMUSG00000115976.1,Gm31462,lncRNA,Gm*
ENSMUSG00000037982.16,Gm9725,lncRNA,Gm*
ENSMUSG00000087114.1,Gm16099,lncRNA,Gm*
ENSMUSG00000106293.1,Gm42476,lncRNA,Gm*
ENSMUSG00000085106.1,Gm16000,lncRNA,Gm*
ENSMUSG00000118268.1,Gm50424,lncRNA,Gm*
ENSMUSG00000109980.1,Gm45538,lncRNA,Gm*
ENSMUSG00000085130.1,Gm11417,lncRNA,Gm*
ENSMUSG00000118262.1,Gm50423,lncRNA,Gm*
ENSMUSG00000115542.1,Gm49046,lncRNA,Gm*
ENSMUSG00000109323.1,Gm44968,lncRNA,Gm*
ENSMUSG00000098128.1,Gm3693,lncRNA,Gm*
ENSMUSG00000117717.1,Gm30192,lncRNA,Gm*
ENSMUSG00000090230.1,Gm16315,lncRNA,Gm*
ENSMUSG00000021139.17,Gm20498,protein_coding,Gm*
ENSMUSG00000117413.1,Gm50044,lncRNA,Gm*
ENSMUSG00000072974.4,Gm4787,protein_coding,Gm*
ENSMUSG00000113262.1,Gm48551,protein_coding,Gm*
ENSMUSG00000114004.1,Gm48552,protein_coding,Gm*
ENSMUSG00000100187.1,Gm29324,lncRNA,Gm*
ENSMUSG00000085327.1,Gm16104,lncRNA,Gm*
ENSMUSG00000091492.1,Gm17025,lncRNA,Gm*
ENSMUSG00000118227.1,Gm30288,lncRNA,Gm*
ENSMUSG00000079333.3,Gm11096,protein_coding,Gm*
ENSMUSG00000098429.1,Gm27226,lncRNA,Gm*
ENSMUSG00000099894.1,Gm20911,protein_coding,Gm*
ENSMUSG00000084849.1,Gm16105,lncRNA,Gm*
ENSMUSG00000118300.1,Gm50412,lncRNA,Gm*
ENSMUSG00000099478.1,Gm28370,lncRNA,Gm*
ENSMUSG00000112350.1,Gm47697,lncRNA,Gm*
ENSMUSG00000091587.1,Gm17191,lncRNA,Gm*
ENSMUSG00000090034.1,Gm15917,lncRNA,Gm*
ENSMUSG00000087534.1,Gm11418,lncRNA,Gm*
ENSMUSG00000090244.1,Gm16572,lncRNA,Gm*
ENSMUSG00000109194.1,Gm44570,lncRNA,Gm*
ENSMUSG00000101962.1,Gm28741,lncRNA,Gm*
ENSMUSG00000117870.1,Gm41792,lncRNA,Gm*
ENSMUSG00000118172.1,Gm50414,lncRNA,Gm*
ENSMUSG00000096856.7,Gm10778,protein_coding,Gm*
ENSMUSG00000107419.1,Gm38839,lncRNA,Gm*
ENSMUSG00000115455.1,Gm41219,lncRNA,Gm*
ENSMUSG00000118363.1,Gm50290,lncRNA,Gm*
ENSMUSG00000113184.1,Gm49654,lncRNA,Gm*
ENSMUSG00000104732.1,Gm43346,lncRNA,Gm*
ENSMUSG00000118073.1,Gm50291,lncRNA,Gm*
ENSMUSG00000094622.2,Gm3055,protein_coding,Gm*
ENSMUSG00000087540.1,Gm11412,lncRNA,Gm*
ENSMUSG00000118254.1,Gm46614,lncRNA,Gm*
ENSMUSG00000097241.2,Gm26907,lncRNA,Gm*
ENSMUSG00000097793.1,Gm17259,lncRNA,Gm*
ENSMUSG00000109485.1,Gm45016,lncRNA,Gm*
ENSMUSG00000087431.1,Gm16054,lncRNA,Gm*
ENSMUSG00000097613.1,Gm17597,lncRNA,Gm*
ENSMUSG00000094076.7,Gm4767,protein_coding,Gm*
ENSMUSG00000113950.1,Gm47080,lncRNA,Gm*
ENSMUSG00000117892.1,Gm30454,lncRNA,Gm*
ENSMUSG00000066378.3,Gm10160,protein_coding,Gm*
ENSMUSG00000116075.1,Gm49476,lncRNA,Gm*
ENSMUSG00000109110.1,Gm45014,lncRNA,Gm*
ENSMUSG00000112640.1,Gm32687,protein_coding,Gm*
ENSMUSG00000100879.1,Gm28743,lncRNA,Gm*
ENSMUSG00000116865.1,Gm49560,lncRNA,Gm*
ENSMUSG00000099480.1,Gm28124,lncRNA,Gm*
ENSMUSG00000117817.1,Gm50292,lncRNA,Gm*
ENSMUSG00000056023.3,Gm9989,lncRNA,Gm*
ENSMUSG00000087608.1,Gm12914,lncRNA,Gm*
ENSMUSG00000117923.1,Gm30593,lncRNA,Gm*
ENSMUSG00000109297.1,Gm31522,lncRNA,Gm*
ENSMUSG00000107412.1,Gm20383,lncRNA,Gm*
ENSMUSG00000084996.1,Gm11419,lncRNA,Gm*
ENSMUSG00000108288.1,Gm44202,lncRNA,Gm*
ENSMUSG00000113622.1,Gm49749,lncRNA,Gm*
ENSMUSG00000092157.1,Gm17268,protein_coding,Gm*
ENSMUSG00000087110.1,Gm11264,lncRNA,Gm*
ENSMUSG00000087136.1,Gm15864,lncRNA,Gm*
ENSMUSG00000085022.2,Gm5860,lncRNA,Gm*
ENSMUSG00000109145.1,Gm20744,lncRNA,Gm*
ENSMUSG00000114461.1,Gm48155,lncRNA,Gm*
ENSMUSG00000100298.1,Gm28126,lncRNA,Gm*
ENSMUSG00000108987.1,Gm45056,lncRNA,Gm*
ENSMUSG00000108868.1,Gm32850,lncRNA,Gm*
ENSMUSG00000115825.1,Gm49048,lncRNA,Gm*
ENSMUSG00000108845.1,Gm45090,lncRNA,Gm*
ENSMUSG00000113746.1,Gm48242,lncRNA,Gm*
ENSMUSG00000116937.1,Gm41480,lncRNA,Gm*
ENSMUSG00000112110.1,Gm15608,lncRNA,Gm*
ENSMUSG00000110045.1,Gm38590,lncRNA,Gm*
ENSMUSG00000101286.1,Gm21317,protein_coding,Gm*
ENSMUSG00000116009.1,Gm49503,lncRNA,Gm*
ENSMUSG00000022591.5,Gm9747,protein_coding,Gm*
ENSMUSG00000117913.1,Gm50294,lncRNA,Gm*
ENSMUSG00000111697.1,Gm35548,lncRNA,Gm*
ENSMUSG00000118279.1,Gm50298,lncRNA,Gm*
ENSMUSG00000101907.1,Gm29472,lncRNA,Gm*
ENSMUSG00000073427.4,Gm4924,protein_coding,Gm*
ENSMUSG00000100035.1,Gm29473,lncRNA,Gm*
ENSMUSG00000113710.1,Gm38577,lncRNA,Gm*
ENSMUSG00000100786.1,Gm28940,lncRNA,Gm*
ENSMUSG00000094186.2,Gm1553,protein_coding,Gm*
ENSMUSG00000087413.1,Gm11266,lncRNA,Gm*
ENSMUSG00000084851.1,Gm11267,lncRNA,Gm*
ENSMUSG00000116130.1,Gm49431,lncRNA,Gm*
ENSMUSG00000069796.3,Gm11426,lncRNA,Gm*
ENSMUSG00000101329.1,Gm28226,lncRNA,Gm*
ENSMUSG00000102629.1,Gm29999,lncRNA,Gm*
ENSMUSG00000100532.1,Gm28225,lncRNA,Gm*
ENSMUSG00000107453.1,Gm44145,lncRNA,Gm*
ENSMUSG00000086293.1,Gm11269,lncRNA,Gm*
ENSMUSG00000118012.1,Gm46620,lncRNA,Gm*
ENSMUSG00000117824.1,Gm50350,lncRNA,Gm*
ENSMUSG00000117842.1,Gm41793,lncRNA,Gm*
ENSMUSG00000117888.1,Gm50351,lncRNA,Gm*
ENSMUSG00000101450.1,Gm28941,lncRNA,Gm*
ENSMUSG00000104898.1,Gm30043,lncRNA,Gm*
ENSMUSG00000118085.1,Gm50356,lncRNA,Gm*
ENSMUSG00000090293.1,Gm17034,lncRNA,Gm*
ENSMUSG00000114299.1,Gm47791,protein_coding,Gm*
ENSMUSG00000112286.1,Gm47561,lncRNA,Gm*
ENSMUSG00000085175.7,Gm11423,lncRNA,Gm*
ENSMUSG00000105034.1,Gm43348,lncRNA,Gm*
ENSMUSG00000109643.1,Gm31545,lncRNA,Gm*
ENSMUSG00000109556.1,Gm38843,lncRNA,Gm*
ENSMUSG00000100170.1,Gm28942,lncRNA,Gm*
ENSMUSG00000108015.3,Gm32591,lncRNA,Gm*
ENSMUSG00000094030.1,Gm21833,protein_coding,Gm*
ENSMUSG00000112375.1,Gm38560,lncRNA,Gm*
ENSMUSG00000109383.1,Gm36584,lncRNA,Gm*
ENSMUSG00000109076.1,Gm45145,lncRNA,Gm*
ENSMUSG00000100199.1,Gm20324,lncRNA,Gm*
ENSMUSG00000117762.1,Gm30889,lncRNA,Gm*
ENSMUSG00000102595.1,Gm30097,lncRNA,Gm*
ENSMUSG00000113846.1,Gm6217,protein_coding,Gm*
ENSMUSG00000113925.1,Gm7544,protein_coding,Gm*
ENSMUSG00000114011.1,Gm47955,protein_coding,Gm*
ENSMUSG00000100552.1,Gm29019,lncRNA,Gm*
ENSMUSG00000113097.1,Gm47959,protein_coding,Gm*
ENSMUSG00000111839.1,Gm39383,lncRNA,Gm*
ENSMUSG00000117976.1,Gm50437,lncRNA,Gm*
ENSMUSG00000099925.1,Gm28827,protein_coding,Gm*
ENSMUSG00000117399.1,Gm19689,lncRNA,Gm*
ENSMUSG00000113267.1,Gm47969,protein_coding,Gm*
ENSMUSG00000102029.1,Gm29530,lncRNA,Gm*
ENSMUSG00000111713.1,Gm20234,lncRNA,Gm*
ENSMUSG00000100154.1,Gm29052,lncRNA,Gm*
ENSMUSG00000109876.1,Gm45449,lncRNA,Gm*
ENSMUSG00000111016.1,Gm48462,lncRNA,Gm*
ENSMUSG00000117509.1,Gm46606,lncRNA,Gm*
ENSMUSG00000111774.1,Gm38398,lncRNA,Gm*
ENSMUSG00000102082.1,Gm28675,lncRNA,Gm*
ENSMUSG00000079511.8,Gm42688,protein_coding,Gm*
ENSMUSG00000090964.1,Gm17206,lncRNA,Gm*
ENSMUSG00000108109.1,Gm44287,lncRNA,Gm*
ENSMUSG00000074517.2,Gm10710,lncRNA,Gm*
ENSMUSG00000101144.2,Gm29054,lncRNA,Gm*
ENSMUSG00000085782.2,Gm15624,lncRNA,Gm*
ENSMUSG00000116508.1,Gm49463,lncRNA,Gm*
ENSMUSG00000101508.1,Gm28832,lncRNA,Gm*
ENSMUSG00000098747.7,Gm27216,lncRNA,Gm*
ENSMUSG00000109506.1,Gm44724,lncRNA,Gm*
ENSMUSG00000112134.1,Gm40723,lncRNA,Gm*
ENSMUSG00000111443.1,Gm46123,lncRNA,Gm*
ENSMUSG00000117783.1,Gm31265,lncRNA,Gm*
ENSMUSG00000117993.1,Gm31503,lncRNA,Gm*
ENSMUSG00000086321.1,Gm11413,lncRNA,Gm*
ENSMUSG00000087592.1,Gm11184,lncRNA,Gm*
ENSMUSG00000117715.1,Gm50413,lncRNA,Gm*
ENSMUSG00000103459.1,Gm38096,lncRNA,Gm*
ENSMUSG00000099718.1,Gm2087,lncRNA,Gm*
ENSMUSG00000109042.1,Gm44991,lncRNA,Gm*
ENSMUSG00000118387.1,Gm50415,lncRNA,Gm*
ENSMUSG00000118175.1,Gm50416,lncRNA,Gm*
ENSMUSG00000094841.2,Gm10610,lncRNA,Gm*
ENSMUSG00000108660.1,Gm21284,lncRNA,Gm*
ENSMUSG00000110950.1,Gm39384,lncRNA,Gm*
ENSMUSG00000110471.1,Gm45823,lncRNA,Gm*
ENSMUSG00000087088.2,Gm16638,lncRNA,Gm*
ENSMUSG00000117658.1,Gm50417,lncRNA,Gm*
ENSMUSG00000118222.1,Gm50418,lncRNA,Gm*
ENSMUSG00000099708.1,Gm29361,lncRNA,Gm*
ENSMUSG00000118200.1,Gm31621,lncRNA,Gm*
ENSMUSG00000111820.1,Gm36120,lncRNA,Gm*
ENSMUSG00000100155.1,Gm2109,lncRNA,Gm*
ENSMUSG00000085450.1,Gm13686,lncRNA,Gm*
ENSMUSG00000097265.1,Gm26803,lncRNA,Gm*
ENSMUSG00000114050.1,Gm47666,lncRNA,Gm*
ENSMUSG00000085335.1,Gm13684,lncRNA,Gm*
ENSMUSG00000097942.1,Gm26968,lncRNA,Gm*
ENSMUSG00000097250.1,Gm26771,lncRNA,Gm*
ENSMUSG00000109248.1,Gm44993,lncRNA,Gm*
ENSMUSG00000118024.1,Gm50419,lncRNA,Gm*
ENSMUSG00000109450.1,Gm39043,lncRNA,Gm*
ENSMUSG00000085235.1,Gm12576,lncRNA,Gm*
ENSMUSG00000114150.1,Gm46367,lncRNA,Gm*
ENSMUSG00000085378.1,Gm11415,lncRNA,Gm*
ENSMUSG00000111769.1,Gm36278,lncRNA,Gm*
ENSMUSG00000074219.3,Gm10644,lncRNA,Gm*
ENSMUSG00000115006.1,Gm49054,lncRNA,Gm*
ENSMUSG00000096953.2,Gm26571,lncRNA,Gm*
ENSMUSG00000117421.1,Gm41639,lncRNA,Gm*
ENSMUSG00000094125.1,Gm13698,protein_coding,Gm*
ENSMUSG00000117611.1,Gm35229,lncRNA,Gm*
ENSMUSG00000117564.1,Gm41638,lncRNA,Gm*
ENSMUSG00000094336.1,Gm13693,protein_coding,Gm*
ENSMUSG00000107534.1,Gm43920,lncRNA,Gm*
ENSMUSG00000096729.1,Gm13695,protein_coding,Gm*
ENSMUSG00000114379.1,Gm4241,lncRNA,Gm*
ENSMUSG00000096484.1,Gm13696,protein_coding,Gm*
ENSMUSG00000096337.1,Gm13694,protein_coding,Gm*
ENSMUSG00000095824.1,Gm13697,protein_coding,Gm*
ENSMUSG00000079247.2,Gm13691,protein_coding,Gm*
ENSMUSG00000107682.1,Gm33024,lncRNA,Gm*
ENSMUSG00000111757.1,Gm46124,lncRNA,Gm*
ENSMUSG00000117446.1,Gm35551,lncRNA,Gm*
ENSMUSG00000098087.1,Gm17750,lncRNA,Gm*
ENSMUSG00000116745.1,Gm41481,lncRNA,Gm*
ENSMUSG00000100407.1,Gm28472,lncRNA,Gm*
ENSMUSG00000111049.1,Gm34184,lncRNA,Gm*
ENSMUSG00000117432.1,Gm49967,lncRNA,Gm*
ENSMUSG00000113475.1,Gm49366,protein_coding,Gm*
ENSMUSG00000115043.1,Gm32455,lncRNA,Gm*
ENSMUSG00000074215.2,Gm10643,protein_coding,Gm*
ENSMUSG00000111524.1,Gm34113,lncRNA,Gm*
ENSMUSG00000087001.2,Gm15475,lncRNA,Gm*
ENSMUSG00000095153.7,Gm21095,protein_coding,Gm*
ENSMUSG00000118225.1,Gm31854,lncRNA,Gm*
ENSMUSG00000116072.1,Gm46526,lncRNA,Gm*
ENSMUSG00000117915.1,Gm50309,lncRNA,Gm*
ENSMUSG00000087378.1,Gm12414,lncRNA,Gm*
ENSMUSG00000115925.1,Gm33432,lncRNA,Gm*
ENSMUSG00000117485.1,Gm19696,lncRNA,Gm*
ENSMUSG00000051452.8,Gm11437,protein_coding,Gm*
ENSMUSG00000097016.2,Gm26708,lncRNA,Gm*
ENSMUSG00000104043.1,Gm6525,protein_coding,Gm*
ENSMUSG00000116227.1,Gm49513,lncRNA,Gm*
ENSMUSG00000117393.1,Gm36279,lncRNA,Gm*
ENSMUSG00000111062.1,Gm47253,lncRNA,Gm*
ENSMUSG00000097120.1,Gm26887,lncRNA,Gm*
ENSMUSG00000113052.1,Gm31513,lncRNA,Gm*
ENSMUSG00000118385.1,Gm50311,lncRNA,Gm*
ENSMUSG00000097296.1,Gm26532,lncRNA,Gm*
ENSMUSG00000113094.1,Gm47447,lncRNA,Gm*
ENSMUSG00000107538.1,Gm44127,lncRNA,Gm*
ENSMUSG00000109091.1,Gm44827,lncRNA,Gm*
ENSMUSG00000100531.1,Gm28475,lncRNA,Gm*
ENSMUSG00000114602.1,Gm49223,lncRNA,Gm*
ENSMUSG00000113529.1,Gm47484,lncRNA,Gm*
ENSMUSG00000109341.1,Gm30873,lncRNA,Gm*
ENSMUSG00000107797.1,Gm10445,lncRNA,Gm*
ENSMUSG00000106598.1,Gm43532,lncRNA,Gm*
ENSMUSG00000108864.1,Gm44933,lncRNA,Gm*
ENSMUSG00000111583.1,Gm47962,lncRNA,Gm*
ENSMUSG00000109347.1,Gm45175,lncRNA,Gm*
ENSMUSG00000102805.5,Gm37240,protein_coding,Gm*
ENSMUSG00000087362.7,Gm13710,lncRNA,Gm*
ENSMUSG00000097789.2,Gm2115,protein_coding,Gm*
ENSMUSG00000094660.2,Gm21394,protein_coding,Gm*
ENSMUSG00000116409.1,Gm34095,lncRNA,Gm*
ENSMUSG00000117647.1,Gm49969,lncRNA,Gm*
ENSMUSG00000111245.1,Gm39388,lncRNA,Gm*
ENSMUSG00000101645.1,Gm28635,protein_coding,Gm*
ENSMUSG00000086067.1,Gm16183,lncRNA,Gm*
ENSMUSG00000097309.2,Gm17249,lncRNA,Gm*
ENSMUSG00000117676.1,Gm50314,lncRNA,Gm*
ENSMUSG00000113317.1,Gm48573,lncRNA,Gm*
ENSMUSG00000101160.1,Gm29338,lncRNA,Gm*
ENSMUSG00000116396.1,Gm20556,lncRNA,Gm*
ENSMUSG00000086413.1,Gm12415,lncRNA,Gm*
ENSMUSG00000097187.1,Gm19426,protein_coding,Gm*
ENSMUSG00000118075.1,Gm38576,lncRNA,Gm*
ENSMUSG00000099840.1,Gm21409,protein_coding,Gm*
ENSMUSG00000087407.1,Gm11431,lncRNA,Gm*
ENSMUSG00000117781.1,Gm17266,protein_coding,Gm*
ENSMUSG00000117595.1,Gm49981,lncRNA,Gm*
ENSMUSG00000089744.2,Gm16146,lncRNA,Gm*
ENSMUSG00000111500.1,Gm48820,lncRNA,Gm*
ENSMUSG00000101405.1,Gm28758,lncRNA,Gm*
ENSMUSG00000113079.1,Gm48709,lncRNA,Gm*
ENSMUSG00000102064.1,Gm28625,lncRNA,Gm*
ENSMUSG00000110783.1,Gm48821,lncRNA,Gm*
ENSMUSG00000099633.1,Gm29071,lncRNA,Gm*
ENSMUSG00000100967.1,Gm29666,protein_coding,Gm*
ENSMUSG00000092006.1,Gm17139,lncRNA,Gm*
ENSMUSG00000108012.1,Gm44012,lncRNA,Gm*
ENSMUSG00000079645.2,Gm17193,lncRNA,Gm*
ENSMUSG00000111184.1,Gm49661,protein_coding,Gm*
ENSMUSG00000115518.1,Gm10791,lncRNA,Gm*
ENSMUSG00000095845.3,Gm5741,protein_coding,Gm*
ENSMUSG00000118198.1,Gm50370,lncRNA,Gm*
ENSMUSG00000115469.1,Gm49227,lncRNA,Gm*
ENSMUSG00000073631.2,Gm10553,lncRNA,Gm*
ENSMUSG00000072952.7,Gm5878,lncRNA,Gm*
ENSMUSG00000110386.1,Gm42031,lncRNA,Gm*
ENSMUSG00000114988.1,Gm49226,lncRNA,Gm*
ENSMUSG00000115924.1,Gm19277,lncRNA,Gm*
ENSMUSG00000085135.7,Gm13713,lncRNA,Gm*
ENSMUSG00000099642.1,Gm28348,lncRNA,Gm*
ENSMUSG00000086905.1,Gm13716,lncRNA,Gm*
ENSMUSG00000079457.11,Gm7609,protein_coding,Gm*
ENSMUSG00000111752.1,Gm38575,lncRNA,Gm*
ENSMUSG00000111281.1,Gm48830,lncRNA,Gm*
ENSMUSG00000085025.1,Gm13715,lncRNA,Gm*
ENSMUSG00000111822.1,Gm48831,lncRNA,Gm*
ENSMUSG00000102127.1,Gm28972,lncRNA,Gm*
ENSMUSG00000090252.1,Gm16028,lncRNA,Gm*
ENSMUSG00000099362.1,Gm28970,lncRNA,Gm*
ENSMUSG00000099921.1,Gm28971,lncRNA,Gm*
ENSMUSG00000091199.10,Gm2619,lncRNA,Gm*
ENSMUSG00000079433.1,Gm11114,protein_coding,Gm*
ENSMUSG00000089652.1,Gm16025,lncRNA,Gm*
ENSMUSG00000111840.1,Gm48832,lncRNA,Gm*
ENSMUSG00000113488.1,Gm47819,lncRNA,Gm*
ENSMUSG00000105012.1,Gm42813,lncRNA,Gm*
ENSMUSG00000111663.1,Gm48833,lncRNA,Gm*
ENSMUSG00000113940.1,Gm40477,lncRNA,Gm*
ENSMUSG00000110441.1,Gm45790,lncRNA,Gm*
ENSMUSG00000089714.1,Gm16092,lncRNA,Gm*
ENSMUSG00000110956.1,Gm48834,lncRNA,Gm*
ENSMUSG00000095650.2,Gm20854,protein_coding,Gm*
ENSMUSG00000114163.1,Gm32296,lncRNA,Gm*
ENSMUSG00000106422.1,Gm42812,lncRNA,Gm*
ENSMUSG00000085527.1,Gm15535,lncRNA,Gm*
ENSMUSG00000113165.1,Gm47863,lncRNA,Gm*
ENSMUSG00000090103.1,Gm16094,lncRNA,Gm*
ENSMUSG00000101989.1,Gm28346,lncRNA,Gm*
